"unique_id","id","Time","Sample","Value"
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",9.666667,"Cell_6",1.04372
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",9.833333,"Cell_6",1.054959
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",10,"Cell_6",1.047388
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",0,"Cell_7",0.9983268
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",0.1666667,"Cell_7",1.001378
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",0.3333333,"Cell_7",1.012724
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",0.5,"Cell_7",0.9834344
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",0.6666667,"Cell_7",1.004257
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",0.8333333,"Cell_7",0.992214
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",1,"Cell_7",0.9850714
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",1.166667,"Cell_7",0.9874123
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",1.333333,"Cell_7",0.9754312
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",1.5,"Cell_7",0.9862766
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",1.666667,"Cell_7",0.9837215
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",1.833333,"Cell_7",0.9914722
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",2,"Cell_7",1.072993
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",2.166667,"Cell_7",1.217761
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",2.333333,"Cell_7",1.299491
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",2.5,"Cell_7",1.312886
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",2.666667,"Cell_7",1.311061
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",2.833333,"Cell_7",1.287051
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",3,"Cell_7",1.280881
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",3.166667,"Cell_7",1.277592
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",3.333333,"Cell_7",1.252538
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",3.5,"Cell_7",1.259853
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",3.666667,"Cell_7",1.23617
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",3.833333,"Cell_7",1.250348
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",4,"Cell_7",1.21897
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",4.166667,"Cell_7",1.224659
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",4.333334,"Cell_7",1.21577
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",4.5,"Cell_7",1.224891
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",4.666667,"Cell_7",1.216438
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",4.833334,"Cell_7",1.192905
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",5,"Cell_7",1.200134
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",5.166667,"Cell_7",1.18876
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",5.333334,"Cell_7",1.195576
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",5.5,"Cell_7",1.193572
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",5.666667,"Cell_7",1.171898
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",5.833334,"Cell_7",1.182992
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",6,"Cell_7",1.184919
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",6.166667,"Cell_7",1.174148
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",6.333334,"Cell_7",1.175003
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",6.5,"Cell_7",1.143826
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",6.666667,"Cell_7",1.162054
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",6.833334,"Cell_7",1.175933
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",7,"Cell_7",1.159194
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",7.166667,"Cell_7",1.166831
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",7.333334,"Cell_7",1.158796
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",7.5,"Cell_7",1.141115
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",7.666667,"Cell_7",1.153434
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",7.833334,"Cell_7",1.194779
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",8,"Cell_7",1.138107
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",8.166667,"Cell_7",1.157561
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",8.333333,"Cell_7",1.151284
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",8.5,"Cell_7",1.105126
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",8.666667,"Cell_7",1.129929
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",8.833333,"Cell_7",1.146882
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",9,"Cell_7",1.141601
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",9.166667,"Cell_7",1.135888
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",9.333333,"Cell_7",1.132793
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",9.5,"Cell_7",1.142031
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",9.666667,"Cell_7",1.159523
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",9.833333,"Cell_7",1.152322
"Fig7_RhoA_S1P-control_Cell_7","Fig7_RhoA_S1P-control",10,"Cell_7",1.134224
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",0,"Cell_7",0.9942451
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",0.1666667,"Cell_7",1.009264
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",0.3333333,"Cell_7",0.9858983
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",0.5,"Cell_7",1.003262
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",0.6666667,"Cell_7",1.007339
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",0.8333333,"Cell_7",0.9930242
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",1,"Cell_7",0.9912511
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",1.166667,"Cell_7",1.013681
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",1.333333,"Cell_7",1.012072
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",1.5,"Cell_7",1.011749
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",1.666667,"Cell_7",0.9936513
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",1.833333,"Cell_7",1.012542
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",2,"Cell_7",1.032092
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",2.166667,"Cell_7",1.055481
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",2.333333,"Cell_7",1.046812
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",2.5,"Cell_7",1.044702
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",2.666667,"Cell_7",1.045382
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",2.833333,"Cell_7",1.061155
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",3,"Cell_7",1.038909
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",3.166667,"Cell_7",1.050103
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",3.333333,"Cell_7",1.062793
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",3.5,"Cell_7",1.051006
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",3.666667,"Cell_7",1.049458
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",3.833333,"Cell_7",1.049078
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",4,"Cell_7",1.053906
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",4.166667,"Cell_7",1.062481
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",4.333334,"Cell_7",1.049886
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",4.5,"Cell_7",1.043476
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",4.666667,"Cell_7",1.051069
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",4.833334,"Cell_7",1.052265
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",5,"Cell_7",1.042213
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",5.166667,"Cell_7",1.053574
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",5.333334,"Cell_7",1.03261
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",5.5,"Cell_7",1.046258
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",5.666667,"Cell_7",1.050229
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",5.833334,"Cell_7",1.031133
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",6,"Cell_7",1.040713
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",6.166667,"Cell_7",1.059676
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",6.333334,"Cell_7",1.055166
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",6.5,"Cell_7",1.065858
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",6.666667,"Cell_7",1.066442
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",6.833334,"Cell_7",1.071897
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",7,"Cell_7",1.047399
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",7.166667,"Cell_7",1.065248
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",7.333334,"Cell_7",1.06806
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",7.5,"Cell_7",1.057227
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",7.666667,"Cell_7",1.050644
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",7.833334,"Cell_7",1.051436
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",8,"Cell_7",1.057093
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",8.166667,"Cell_7",1.079284
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",8.333333,"Cell_7",1.06473
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",8.5,"Cell_7",1.066031
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",8.666667,"Cell_7",1.061153
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",8.833333,"Cell_7",1.069195
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",9,"Cell_7",1.052877
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",9.166667,"Cell_7",1.054533
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",9.333333,"Cell_7",1.05383
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",9.5,"Cell_7",1.063503
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",9.666667,"Cell_7",1.066784
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",9.833333,"Cell_7",1.078861
"Fig7_RhoA_S1P-RGS_Cell_7","Fig7_RhoA_S1P-RGS",10,"Cell_7",1.071035
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",0,"Cell_8",1.008673
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",0.1666667,"Cell_8",1.011554
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",0.3333333,"Cell_8",0.998272
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",0.5,"Cell_8",0.9906341
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",0.6666667,"Cell_8",0.9911124
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",0.8333333,"Cell_8",0.9835008
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",1,"Cell_8",1.009867
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",1.166667,"Cell_8",0.9773156
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",1.333333,"Cell_8",1.020684
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",1.5,"Cell_8",1.010593
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",1.666667,"Cell_8",1.00102
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",1.833333,"Cell_8",0.988429
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",2,"Cell_8",0.9945685
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",2.166667,"Cell_8",1.042601
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",2.333333,"Cell_8",1.075949
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",2.5,"Cell_8",1.043219
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",2.666667,"Cell_8",1.083332
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",2.833333,"Cell_8",1.076201
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",3,"Cell_8",1.08256
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",3.166667,"Cell_8",1.074676
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",3.333333,"Cell_8",1.063977
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",3.5,"Cell_8",1.04955
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",3.666667,"Cell_8",1.062558
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",3.833333,"Cell_8",1.025724
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",4,"Cell_8",1.040752
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",4.166667,"Cell_8",1.047303
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",4.333334,"Cell_8",1.00543
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",4.5,"Cell_8",1.022423
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",4.666667,"Cell_8",1.006494
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",4.833334,"Cell_8",0.9954079
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",5,"Cell_8",1.017738
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",5.166667,"Cell_8",1.068746
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",5.333334,"Cell_8",1.040853
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",5.5,"Cell_8",1.011768
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",5.666667,"Cell_8",1.017839
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",5.833334,"Cell_8",1.039326
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",6,"Cell_8",0.9813426
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",6.166667,"Cell_8",1.011531
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",6.333334,"Cell_8",1.034483
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",6.5,"Cell_8",1.01446
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",6.666667,"Cell_8",1.030268
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",6.833334,"Cell_8",1.027049
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",7,"Cell_8",1.029196
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",7.166667,"Cell_8",1.011069
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",7.333334,"Cell_8",1.056746
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",7.5,"Cell_8",1.056057
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",7.666667,"Cell_8",1.01344
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",7.833334,"Cell_8",1.016278
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",8,"Cell_8",1.021145
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",8.166667,"Cell_8",0.9991468
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",8.333333,"Cell_8",1.008451
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",8.5,"Cell_8",1.045842
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",8.666667,"Cell_8",0.9936707
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",8.833333,"Cell_8",1.041902
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",9,"Cell_8",1.000503
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",9.166667,"Cell_8",1.007977
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",9.333333,"Cell_8",1.034947
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",9.5,"Cell_8",1.01143
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",9.666667,"Cell_8",1.024362
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",9.833333,"Cell_8",1.032479
"Fig7_RhoA_S1P-control_Cell_8","Fig7_RhoA_S1P-control",10,"Cell_8",1.026508
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",0,"Cell_8",1.024172
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",0.1666667,"Cell_8",0.9892036
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",0.3333333,"Cell_8",0.9773994
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",0.5,"Cell_8",1.003183
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",0.6666667,"Cell_8",1.006513
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",0.8333333,"Cell_8",0.9586997
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",1,"Cell_8",0.9900604
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",1.166667,"Cell_8",0.9609124
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",1.333333,"Cell_8",0.9803937
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",1.5,"Cell_8",0.9526102
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",1.666667,"Cell_8",0.9359065
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",1.833333,"Cell_8",1.004971
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",2,"Cell_8",0.9921416
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",2.166667,"Cell_8",0.9622287
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",2.333333,"Cell_8",0.9854417
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",2.5,"Cell_8",0.9706867
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",2.666667,"Cell_8",0.9498923
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",2.833333,"Cell_8",1.000383
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",3,"Cell_8",0.9976966
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",3.166667,"Cell_8",1.030665
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",3.333333,"Cell_8",1.010936
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",3.5,"Cell_8",1.021886
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",3.666667,"Cell_8",0.9841736
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",3.833333,"Cell_8",1.022188
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",4,"Cell_8",0.9801524
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",4.166667,"Cell_8",0.9899181
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",4.333334,"Cell_8",0.9826603
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",4.5,"Cell_8",1.047617
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",4.666667,"Cell_8",0.9727069
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",4.833334,"Cell_8",1.000877
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",5,"Cell_8",0.9928767
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",5.166667,"Cell_8",0.984084
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",5.333334,"Cell_8",1.00597
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",5.5,"Cell_8",0.967302
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",5.666667,"Cell_8",0.9925606
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",5.833334,"Cell_8",0.9637129
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",6,"Cell_8",0.9890592
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",6.166667,"Cell_8",0.9698293
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",6.333334,"Cell_8",1.030185
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",6.5,"Cell_8",0.9996346
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",6.666667,"Cell_8",1.000706
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",6.833334,"Cell_8",0.999541
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",7,"Cell_8",0.9595591
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",7.166667,"Cell_8",0.9730203
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",7.333334,"Cell_8",1.015715
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",7.5,"Cell_8",0.9963788
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",7.666667,"Cell_8",0.993757
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",7.833334,"Cell_8",0.9930896
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",8,"Cell_8",1.006858
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",8.166667,"Cell_8",0.9730486
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",8.333333,"Cell_8",1.054821
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",8.5,"Cell_8",1.016479
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",8.666667,"Cell_8",1.024575
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",8.833333,"Cell_8",0.9561444
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",9,"Cell_8",0.994684
"Fig7_RhoA_S1P-RGS_Cell_8","Fig7_RhoA_S1P-RGS",9.166667,"Cell_8",0.9593437
